location,country_key,country_code,country_name,circuit_key,circuit_short_name,session_type,session_name,date_start,date_end,gmt_offset,session_key,meeting_key,year
Austin,19,USA,United States,9,Austin,Qualifying,Sprint Qualifying,2024-10-18T21:30:00+00:00,2024-10-18T22:14:00+00:00,-05:00:00,9612,1247,2024
Austin,19,USA,United States,9,Austin,Race,Sprint,2024-10-19T18:00:00+00:00,2024-10-19T19:00:00+00:00,-05:00:00,9616,1247,2024
Austin,19,USA,United States,9,Austin,Qualifying,Qualifying,2024-10-19T22:00:00+00:00,2024-10-19T23:00:00+00:00,-05:00:00,9608,1247,2024
Austin,19,USA,United States,9,Austin,Race,Race,2024-10-20T19:00:00+00:00,2024-10-20T21:00:00+00:00,-05:00:00,9617,1247,2024
Mexico City,8,MEX,Mexico,65,Mexico City,Practice,Practice 1,2024-10-25T18:30:00+00:00,2024-10-25T19:30:00+00:00,-06:00:00,9618,1248,2024
Mexico City,8,MEX,Mexico,65,Mexico City,Practice,Practice 2,2024-10-25T22:00:00+00:00,2024-10-25T23:00:00+00:00,-06:00:00,9619,1248,2024
Mexico City,8,MEX,Mexico,65,Mexico City,Practice,Practice 3,2024-10-26T17:30:00+00:00,2024-10-26T18:30:00+00:00,-06:00:00,9620,1248,2024
Mexico City,8,MEX,Mexico,65,Mexico City,Qualifying,Qualifying,2024-10-26T21:00:00+00:00,2024-10-26T22:00:00+00:00,-06:00:00,9621,1248,2024
Mexico City,8,MEX,Mexico,65,Mexico City,Race,Race,2024-10-27T20:00:00+00:00,2024-10-27T22:00:00+00:00,-06:00:00,9625,1248,2024
São Paulo,10,BRA,Brazil,14,Interlagos,Practice,Practice 1,2024-11-01T14:30:00+00:00,2024-11-01T15:30:00+00:00,-03:00:00,9626,1249,2024
São Paulo,10,BRA,Brazil,14,Interlagos,Qualifying,Sprint Qualifying,2024-11-01T18:30:00+00:00,2024-11-01T19:14:00+00:00,-03:00:00,9631,1249,2024
São Paulo,10,BRA,Brazil,14,Interlagos,Race,Sprint,2024-11-02T14:00:00+00:00,2024-11-02T15:00:00+00:00,-03:00:00,9635,1249,2024
São Paulo,10,BRA,Brazil,14,Interlagos,Qualifying,Qualifying,2024-11-02T18:00:00+00:00,2024-11-02T19:00:00+00:00,-03:00:00,9627,1249,2024
São Paulo,10,BRA,Brazil,14,Interlagos,Race,Race,2024-11-03T15:30:00+00:00,2024-11-03T17:30:00+00:00,-03:00:00,9636,1249,2024
Las Vegas,19,USA,United States,152,Las Vegas,Practice,Practice 1,2024-11-22T02:30:00+00:00,2024-11-22T03:30:00+00:00,-08:00:00,9637,1250,2024
Las Vegas,19,USA,United States,152,Las Vegas,Practice,Practice 2,2024-11-22T06:00:00+00:00,2024-11-22T07:00:00+00:00,-08:00:00,9638,1250,2024
Las Vegas,19,USA,United States,152,Las Vegas,Practice,Practice 3,2024-11-23T02:30:00+00:00,2024-11-23T03:30:00+00:00,-08:00:00,9639,1250,2024
Las Vegas,19,USA,United States,152,Las Vegas,Qualifying,Qualifying,2024-11-23T06:00:00+00:00,2024-11-23T07:00:00+00:00,-08:00:00,9640,1250,2024
Las Vegas,19,USA,United States,152,Las Vegas,Race,Race,2024-11-24T06:00:00+00:00,2024-11-24T08:00:00+00:00,-08:00:00,9644,1250,2024
Lusail,149,QAT,Qatar,150,Lusail,Practice,Practice 1,2024-11-29T13:30:00+00:00,2024-11-29T14:30:00+00:00,03:00:00,9645,1251,2024
Lusail,149,QAT,Qatar,150,Lusail,Qualifying,Sprint Qualifying,2024-11-29T17:30:00+00:00,2024-11-29T18:14:00+00:00,03:00:00,9650,1251,2024
Lusail,149,QAT,Qatar,150,Lusail,Race,Sprint,2024-11-30T14:00:00+00:00,2024-11-30T15:00:00+00:00,03:00:00,9654,1251,2024
